mbpp_id,pass@1,pass@5,pass@10,difficulty
905,0.2500000000000001,0.8409090909090909,1.0,Hard
797,0.3333333333333335,0.9292929292929292,1.0,Medium
926,0.0,0.0,0.0,Hard
783,0.3333333333333335,0.9292929292929292,1.0,Medium
806,0.4166666666666667,0.9734848484848484,1.0,Medium
828,0.9166666666666666,1.0,1.0,Easy
635,0.75,1.0,1.0,Easy
614,1.0,1.0,1.0,Easy
799,0.0,0.0,0.0,Hard
853,0.0,0.0,0.0,Hard
627,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
826,0.2500000000000001,0.8409090909090909,1.0,Hard
666,1.0,1.0,1.0,Easy
915,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
704,0.4166666666666667,0.9734848484848484,1.0,Medium
917,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
761,0.0,0.0,0.0,Hard
680,0.3333333333333335,0.9292929292929292,1.0,Medium
938,0.0,0.0,0.0,Hard
753,0.5833333333333334,0.9987373737373736,1.0,Medium
824,1.0,1.0,1.0,Easy
792,0.8333333333333333,1.0,1.0,Easy
832,0.4166666666666667,0.9734848484848484,1.0,Medium
664,0.3333333333333335,0.9292929292929292,1.0,Medium
644,0.4166666666666667,0.9734848484848484,1.0,Medium
855,0.3333333333333335,0.9292929292929292,1.0,Medium
965,0.5,0.9924242424242424,1.0,Medium
947,0.8333333333333333,1.0,1.0,Easy
634,0.5833333333333334,0.9987373737373736,1.0,Medium
669,0.5833333333333334,0.9987373737373736,1.0,Medium
754,0.0,0.0,0.0,Hard
974,0.5833333333333334,0.9987373737373736,1.0,Medium
817,1.0,1.0,1.0,Easy
660,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
747,0.3333333333333335,0.9292929292929292,1.0,Medium
646,0.0,0.0,0.0,Hard
707,0.5833333333333334,0.9987373737373736,1.0,Medium
760,0.2500000000000001,0.8409090909090909,1.0,Hard
601,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
679,0.75,1.0,1.0,Easy
946,0.5,0.9924242424242424,1.0,Medium
831,0.5833333333333334,0.9987373737373736,1.0,Medium
849,0.0,0.0,0.0,Hard
621,0.4166666666666667,0.9734848484848484,1.0,Medium
794,0.4166666666666667,0.9734848484848484,1.0,Medium
818,1.0,1.0,1.0,Easy
956,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
885,0.5833333333333334,0.9987373737373736,1.0,Medium
671,0.0,0.0,0.0,Hard
622,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
870,1.0,1.0,1.0,Easy
695,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
894,0.9166666666666666,1.0,1.0,Easy
686,0.4166666666666667,0.9734848484848484,1.0,Medium
714,0.0,0.0,0.0,Hard
785,0.6666666666666666,1.0,1.0,Medium
934,0.0,0.0,0.0,Hard
867,0.0,0.0,0.0,Hard
632,0.75,1.0,1.0,Easy
607,0.5,0.9924242424242424,1.0,Medium
874,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
801,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
778,0.3333333333333335,0.9292929292929292,1.0,Medium
869,0.5,0.9924242424242424,1.0,Medium
640,0.0,0.0,0.0,Hard
693,1.0,1.0,1.0,Easy
667,0.5,0.9924242424242424,1.0,Medium
837,0.5,0.9924242424242424,1.0,Medium
615,0.4166666666666667,0.9734848484848484,1.0,Medium
854,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
962,0.9166666666666666,1.0,1.0,Easy
943,0.5833333333333334,0.9987373737373736,1.0,Medium
658,0.75,1.0,1.0,Easy
752,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
661,0.0,0.0,0.0,Hard
659,0.0,0.0,0.0,Hard
682,1.0,1.0,1.0,Easy
921,0.5833333333333334,0.9987373737373736,1.0,Medium
694,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
961,0.8333333333333333,1.0,1.0,Easy
955,0.8333333333333333,1.0,1.0,Easy
846,0.6666666666666666,1.0,1.0,Medium
933,0.9166666666666666,1.0,1.0,Easy
604,1.0,1.0,1.0,Easy
928,0.4166666666666667,0.9734848484848484,1.0,Medium
775,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
620,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
633,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
825,0.9166666666666666,1.0,1.0,Easy
936,0.0,0.0,0.0,Hard
809,0.4166666666666667,0.9734848484848484,1.0,Medium
638,0.0,0.0,0.0,Hard
732,1.0,1.0,1.0,Easy
612,0.0,0.0,0.0,Hard
916,0.0,0.0,0.0,Hard
820,0.3333333333333335,0.9292929292929292,1.0,Medium
702,0.0,0.0,0.0,Hard
830,0.3333333333333335,0.9292929292929292,1.0,Medium
913,0.5833333333333334,0.9987373737373736,1.0,Medium
674,0.6666666666666666,1.0,1.0,Medium
895,0.9166666666666666,1.0,1.0,Easy
762,0.4166666666666667,0.9734848484848484,1.0,Medium
