mbpp_id,pass@1,pass@5,pass@10,difficulty
635,0.75,1.0,1.0,Easy
621,0.4166666666666667,0.9734848484848484,1.0,Medium
940,0.3333333333333335,0.9292929292929292,1.0,Medium
691,0.8333333333333333,1.0,1.0,Easy
718,1.0,1.0,1.0,Easy
814,0.9166666666666666,1.0,1.0,Easy
737,0.75,1.0,1.0,Easy
706,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
880,0.0,0.0,0.0,Hard
910,0.0,0.0,0.0,Hard
675,0.5833333333333334,0.9987373737373736,1.0,Medium
939,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
637,0.8333333333333333,1.0,1.0,Easy
862,0.9166666666666666,1.0,1.0,Easy
927,0.0,0.0,0.0,Hard
885,0.5833333333333334,0.9987373737373736,1.0,Medium
607,0.5,0.9924242424242424,1.0,Medium
608,0.0,0.0,0.0,Hard
929,1.0,1.0,1.0,Easy
787,0.6666666666666666,1.0,1.0,Medium
817,1.0,1.0,1.0,Easy
676,0.9166666666666666,1.0,1.0,Easy
841,1.0,1.0,1.0,Easy
711,0.2500000000000001,0.8409090909090909,1.0,Hard
724,0.8333333333333333,1.0,1.0,Easy
937,0.8333333333333333,1.0,1.0,Easy
920,0.0,0.0,0.0,Hard
801,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
657,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
603,0.0,0.0,0.0,Hard
694,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
907,0.0,0.0,0.0,Hard
714,0.0,0.0,0.0,Hard
863,0.0,0.0,0.0,Hard
601,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
668,0.0,0.0,0.0,Hard
965,0.5,0.9924242424242424,1.0,Medium
860,0.8333333333333333,1.0,1.0,Easy
725,0.9166666666666666,1.0,1.0,Easy
729,0.8333333333333333,1.0,1.0,Easy
869,0.5,0.9924242424242424,1.0,Medium
748,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
747,0.3333333333333335,0.9292929292929292,1.0,Medium
605,0.9166666666666666,1.0,1.0,Easy
875,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
864,1.0,1.0,1.0,Easy
633,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
777,0.0,0.0,0.0,Hard
861,0.5,0.9924242424242424,1.0,Medium
770,0.6666666666666666,1.0,1.0,Medium
966,0.8333333333333333,1.0,1.0,Easy
614,1.0,1.0,1.0,Easy
808,0.9166666666666666,1.0,1.0,Easy
868,0.4166666666666667,0.9734848484848484,1.0,Medium
744,0.9166666666666666,1.0,1.0,Easy
710,0.75,1.0,1.0,Easy
639,0.6666666666666666,1.0,1.0,Medium
665,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
708,0.0,0.0,0.0,Hard
954,0.5,0.9924242424242424,1.0,Medium
720,0.8333333333333333,1.0,1.0,Easy
805,0.6666666666666666,1.0,1.0,Medium
845,0.6666666666666666,1.0,1.0,Medium
646,0.0,0.0,0.0,Hard
803,1.0,1.0,1.0,Easy
752,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
610,0.75,1.0,1.0,Easy
664,0.3333333333333335,0.9292929292929292,1.0,Medium
683,0.8333333333333333,1.0,1.0,Easy
792,0.8333333333333333,1.0,1.0,Easy
740,0.6666666666666666,1.0,1.0,Medium
931,0.8333333333333333,1.0,1.0,Easy
916,0.0,0.0,0.0,Hard
655,1.0,1.0,1.0,Easy
688,0.8333333333333333,1.0,1.0,Easy
854,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
667,0.5,0.9924242424242424,1.0,Medium
