model_run_id,mbpp_id,pass
balanced,11,False
balanced,12,True
balanced,13,False
balanced,14,False
balanced,15,False
balanced,16,False
balanced,17,True
balanced,18,True
balanced,19,False
balanced,20,False
balanced,21,True
balanced,22,True
balanced,23,False
balanced,24,False
balanced,25,False
balanced,26,False
balanced,27,False
balanced,28,True
balanced,29,True
balanced,30,False
balanced,31,False
balanced,32,False
balanced,33,False
balanced,34,False
balanced,35,False
balanced,36,False
balanced,37,False
balanced,38,False
balanced,39,False
balanced,40,True
balanced,41,True
balanced,42,False
balanced,43,False
balanced,44,False
balanced,45,False
balanced,46,False
balanced,47,False
balanced,48,False
balanced,49,False
balanced,50,True
balanced,51,False
balanced,52,True
balanced,53,False
balanced,54,True
balanced,55,False
balanced,56,False
balanced,57,False
balanced,58,True
balanced,59,False
balanced,60,False
balanced,61,False
balanced,62,True
balanced,63,True
balanced,64,True
balanced,65,False
balanced,66,True
balanced,67,False
balanced,68,False
balanced,69,True
balanced,70,False
balanced,71,True
balanced,72,False
balanced,73,False
balanced,74,False
balanced,75,False
balanced,76,False
balanced,77,False
balanced,78,True
balanced,79,False
balanced,80,False
balanced,81,False
balanced,82,False
balanced,83,False
balanced,84,False
balanced,85,False
balanced,86,False
balanced,87,False
balanced,88,True
balanced,89,False
balanced,90,True
balanced,91,False
balanced,92,True
balanced,93,True
balanced,94,True
balanced,95,True
balanced,96,True
balanced,97,False
balanced,98,False
balanced,99,False
balanced,100,False
balanced,101,False
balanced,102,True
balanced,103,False
balanced,104,True
balanced,105,True
balanced,106,False
balanced,107,False
balanced,108,False
balanced,109,False
balanced,110,False
balanced,111,True
balanced,112,False
balanced,113,False
balanced,114,False
balanced,115,True
balanced,116,True
balanced,117,False
balanced,118,True
balanced,119,False
balanced,120,False
balanced,121,False
balanced,122,False
balanced,123,False
balanced,124,False
balanced,125,False
balanced,126,False
balanced,127,True
balanced,128,False
balanced,129,False
balanced,130,True
balanced,131,True
balanced,132,True
balanced,133,True
balanced,134,False
balanced,135,False
balanced,136,False
balanced,137,False
balanced,138,False
balanced,139,False
balanced,140,False
balanced,141,False
balanced,142,False
balanced,143,False
balanced,144,True
balanced,145,False
balanced,146,False
balanced,147,False
balanced,148,False
balanced,149,False
balanced,150,False
balanced,151,True
balanced,152,False
balanced,153,False
balanced,154,False
balanced,155,False
balanced,156,False
balanced,157,False
balanced,158,False
balanced,159,False
balanced,160,False
balanced,161,True
balanced,162,False
balanced,163,True
balanced,164,False
balanced,165,False
balanced,166,True
balanced,167,False
balanced,168,True
balanced,169,True
balanced,170,False
balanced,171,True
balanced,172,False
balanced,173,True
balanced,174,True
balanced,175,True
balanced,176,True
balanced,177,False
balanced,178,False
balanced,179,False
balanced,180,False
balanced,181,False
balanced,182,False
balanced,183,False
balanced,184,True
