mbpp_id,run_balanced_pass,run_easy_heavy_pass,run_hard_heavy_pass,run_medium_heavy_pass
11,False,False,False,False
12,True,False,False,True
13,False,False,False,False
14,False,False,True,False
15,False,False,False,False
16,False,False,False,False
17,True,True,True,True
18,True,True,True,False
19,False,False,True,True
20,False,False,False,False
21,True,True,False,False
22,True,True,True,True
23,False,True,True,False
24,False,True,True,False
25,False,True,False,False
26,False,False,False,False
27,False,False,True,False
28,True,True,False,False
29,True,False,True,False
30,False,False,False,False
31,False,False,False,False
32,False,False,False,False
33,False,False,False,False
34,False,True,False,False
35,False,False,False,False
36,False,False,False,False
37,False,False,False,False
38,False,False,False,False
39,False,False,False,False
40,True,False,False,False
41,True,True,True,True
42,False,False,False,False
43,False,False,False,False
44,False,False,True,False
45,False,False,True,True
46,False,False,True,True
47,False,False,False,False
48,False,False,False,False
49,False,True,False,False
50,True,False,True,False
51,False,False,True,True
52,True,True,True,True
53,False,True,False,False
54,True,True,True,False
55,False,False,False,False
56,False,True,False,False
57,False,False,False,False
58,True,True,False,True
59,False,False,False,False
60,False,False,False,False
61,False,False,False,False
62,True,True,True,True
63,True,False,False,False
64,True,False,False,True
65,False,True,False,True
66,True,True,True,True
67,False,False,False,False
68,False,False,False,False
69,True,False,True,False
70,False,False,False,False
71,True,False,True,True
72,False,False,False,False
73,False,False,False,False
74,False,False,False,True
75,False,False,False,False
76,False,False,False,False
77,False,False,False,False
78,True,False,False,False
79,False,False,True,True
80,False,False,True,True
81,False,False,False,False
82,False,False,False,False
83,False,False,False,False
84,False,True,False,False
85,False,False,False,False
86,False,False,False,False
87,False,False,False,False
88,True,True,True,False
89,False,False,True,False
90,True,True,True,True
91,False,False,False,False
92,True,False,False,False
93,True,True,True,False
94,True,False,False,False
95,True,True,True,True
96,True,True,True,True
97,False,True,True,True
98,False,True,True,False
99,False,True,True,True
100,False,True,False,False
101,False,False,False,False
102,True,True,False,False
103,False,False,False,False
104,True,True,True,True
105,True,True,True,True
106,False,False,True,True
107,False,False,False,False
108,False,False,False,False
109,False,False,False,False
110,False,False,False,False
111,True,False,False,False
112,False,False,False,False
113,False,True,True,True
114,False,False,False,False
115,True,False,False,True
116,True,True,True,True
117,False,False,False,False
118,True,True,False,False
119,False,False,False,False
120,False,False,False,False
121,False,False,False,False
122,False,False,False,False
123,False,False,False,False
124,False,False,False,False
125,False,False,False,False
126,False,False,False,False
127,True,True,True,True
128,False,False,False,False
129,False,True,False,True
130,True,True,False,False
131,True,True,True,False
132,True,True,True,True
133,True,False,True,True
134,False,False,False,False
135,False,True,False,True
136,False,False,False,False
137,False,False,False,False
138,False,False,False,False
139,False,False,False,False
140,False,False,False,False
141,False,True,False,False
142,False,False,True,False
143,False,False,False,False
144,True,False,False,False
145,False,False,False,False
146,False,False,False,False
147,False,False,False,False
148,False,False,False,False
149,False,False,False,False
150,False,False,False,False
151,True,False,False,False
152,False,True,False,True
153,False,False,False,True
154,False,False,False,True
155,False,False,False,False
156,False,False,False,False
157,False,False,False,False
158,False,False,False,False
159,False,False,False,False
160,False,False,False,False
161,True,True,True,True
162,False,False,False,False
163,True,False,False,False
164,False,False,False,False
165,False,False,False,False
166,True,False,True,False
167,False,False,False,False
168,True,False,False,True
169,True,False,False,False
170,False,True,True,False
171,True,True,True,True
172,False,False,False,False
173,True,False,True,False
174,True,True,True,False
175,True,False,True,False
176,True,True,False,True
177,False,False,False,False
178,False,False,False,True
179,False,False,False,False
180,False,False,False,False
181,False,False,False,False
182,False,False,False,False
183,False,False,False,False
184,True,False,False,True
185,False,False,False,False
186,False,False,False,False
187,False,False,False,False
188,False,False,False,False
189,False,False,True,False
190,False,False,False,False
191,True,False,True,False
192,False,False,False,False
193,False,False,False,False
194,True,False,True,True
195,False,False,False,False
196,True,False,True,False
197,False,True,True,True
198,False,False,False,False
199,False,False,False,False
200,False,True,True,False
201,True,True,True,True
202,False,False,False,False
203,False,False,False,True
204,True,False,True,True
205,False,False,False,False
206,False,True,False,False
207,False,False,True,False
208,False,False,False,False
209,False,False,False,False
210,False,False,False,False
211,False,False,False,False
212,False,True,True,True
213,False,True,False,False
214,False,False,False,False
215,False,False,False,False
216,False,False,False,True
217,True,True,True,False
218,False,False,False,False
219,False,False,False,False
220,False,False,False,False
221,True,True,True,True
222,True,True,False,True
223,False,True,True,True
224,True,False,True,False
225,False,True,False,True
226,True,True,True,True
227,False,True,True,True
228,False,True,False,False
229,False,False,False,False
230,False,True,True,True
231,False,False,False,False
232,True,True,True,True
233,False,False,False,False
234,True,True,True,True
235,True,False,False,False
236,False,False,False,False
237,False,False,False,False
238,True,True,True,False
239,False,False,False,False
240,False,False,False,False
241,False,False,False,False
242,True,True,True,True
243,False,False,False,False
244,False,False,False,True
245,False,False,False,False
246,False,True,False,False
247,False,False,False,True
248,True,True,True,True
249,True,False,True,False
250,True,True,True,True
251,False,False,False,False
252,False,True,False,False
253,False,True,True,True
254,False,False,False,False
255,False,False,False,False
256,False,True,False,False
257,True,True,True,True
258,True,True,True,True
259,False,False,False,False
260,False,False,False,False
261,False,False,True,False
262,True,True,False,True
263,False,False,True,True
264,True,True,False,False
265,False,False,False,False
266,True,True,True,True
267,False,False,False,False
268,False,False,False,False
269,True,True,True,True
270,True,True,True,True
271,False,True,False,False
272,False,False,False,False
273,True,True,True,True
274,False,False,False,False
275,False,False,False,False
276,False,False,False,False
277,True,True,True,True
278,False,False,False,False
279,False,False,False,False
280,True,True,True,False
281,False,True,True,True
282,True,False,False,False
283,False,False,False,False
284,True,True,True,True
285,False,False,False,False
286,False,False,False,False
287,False,False,True,False
288,False,False,False,False
289,False,False,False,False
290,False,False,False,True
291,False,False,False,False
292,True,False,True,False
293,True,False,True,False
294,False,False,True,False
295,False,False,False,False
296,False,True,False,False
297,True,True,True,True
298,False,False,False,False
299,False,False,False,False
300,False,False,False,False
301,False,False,False,False
302,False,False,False,False
303,False,False,False,False
304,False,False,False,False
305,False,False,False,False
306,False,False,False,False
307,False,False,False,False
308,False,False,False,False
309,True,True,True,True
310,False,False,False,False
311,False,False,False,False
312,False,False,False,False
313,False,False,False,False
314,False,False,False,False
315,False,False,False,False
316,False,False,True,False
317,False,False,False,False
318,False,True,False,False
319,False,False,False,False
320,False,False,True,False
321,False,False,False,False
322,False,True,False,True
323,False,False,False,False
324,False,False,False,False
325,False,False,False,False
326,False,False,False,False
327,True,True,True,True
328,False,False,False,False
329,True,False,True,True
330,True,False,False,False
331,True,False,True,True
332,True,True,True,True
333,False,False,True,False
334,True,False,False,True
335,False,False,False,True
336,False,False,False,False
337,False,False,False,False
338,False,False,False,False
339,False,False,False,False
340,False,False,False,False
341,False,False,False,False
342,False,False,False,False
343,False,False,False,False
344,False,False,False,False
345,False,False,True,False
346,False,False,False,False
347,False,False,False,False
348,False,False,False,False
349,False,False,False,False
350,False,False,False,False
351,False,False,False,False
352,False,False,True,True
353,False,False,False,False
354,False,False,False,False
355,False,False,False,False
356,True,False,True,True
357,True,True,False,False
358,True,True,True,True
359,False,False,False,False
360,False,False,False,False
361,True,True,False,True
362,True,False,True,False
