mbpp_id,run_balanced_pass,run_easy_heavy_pass,run_hard_heavy_pass,run_medium_heavy_pass
11,False,False,False,False
12,True,False,False,False
13,False,False,False,False
14,True,False,False,False
15,False,False,False,False
16,False,False,True,False
17,True,True,True,True
18,True,True,True,True
19,True,True,True,True
20,False,False,False,False
21,False,False,False,True
22,True,True,True,True
23,False,True,False,True
24,False,False,False,False
25,True,False,False,False
26,False,False,True,False
27,False,True,False,True
28,True,False,True,True
29,False,False,True,False
30,False,False,False,False
31,False,False,False,False
32,False,True,True,True
33,False,False,False,False
34,False,True,False,False
35,True,False,True,True
36,False,False,False,False
37,False,False,False,False
38,False,False,True,False
39,False,False,False,False
40,True,True,True,True
41,True,True,True,True
42,True,False,True,False
43,True,False,False,False
44,True,True,True,True
45,True,True,True,True
46,True,True,True,True
47,False,False,False,True
48,False,False,False,False
49,False,True,True,True
50,False,False,False,False
51,True,True,True,True
52,True,True,True,True
53,True,False,False,False
54,True,True,True,True
55,True,False,False,True
56,True,True,False,True
57,True,False,False,False
58,True,False,True,False
59,False,True,False,True
60,False,False,False,False
61,False,False,False,False
62,True,True,True,True
63,False,True,False,False
64,False,True,True,True
65,False,True,False,False
66,True,True,True,True
67,False,False,False,False
68,True,True,True,True
69,False,False,False,False
70,False,True,False,False
71,True,True,True,True
72,False,False,False,True
73,False,False,False,False
74,False,False,False,False
75,True,True,True,False
76,False,False,False,False
77,False,False,False,False
78,True,False,True,False
79,True,True,True,True
80,True,True,True,True
81,False,False,False,False
82,True,True,True,True
83,False,False,False,False
84,False,False,False,False
85,True,True,True,True
86,False,False,False,False
87,False,False,False,False
88,True,True,True,False
89,False,False,False,False
90,True,True,True,True
91,False,True,False,False
92,True,False,True,False
93,True,True,True,True
94,True,False,True,True
95,False,False,False,False
96,False,True,True,True
97,False,True,True,False
98,True,True,True,True
99,True,True,True,True
100,False,True,False,False
101,True,False,False,False
102,True,True,False,True
103,False,False,False,False
104,True,True,True,True
105,True,True,True,False
106,True,False,False,True
107,False,False,False,False
108,False,False,False,False
109,False,False,False,False
110,False,False,False,False
111,False,True,False,True
112,False,False,False,False
113,True,True,True,True
114,False,False,False,False
115,True,False,False,False
116,True,True,True,True
117,False,False,False,False
118,True,True,True,True
119,False,False,False,False
120,False,False,False,True
121,False,False,False,False
122,False,False,False,False
123,False,False,False,False
124,False,False,False,False
125,False,False,False,False
126,False,False,False,False
127,True,True,True,True
128,False,False,False,False
129,False,False,False,False
130,True,True,True,True
131,True,True,True,True
132,True,True,True,True
133,True,True,True,False
134,False,False,True,False
135,True,True,True,True
136,False,False,False,False
137,False,False,False,False
138,False,False,False,False
139,False,False,False,False
140,False,False,False,False
141,False,False,False,False
142,False,False,False,False
143,False,False,False,False
144,False,True,False,False
145,False,False,False,False
146,False,False,False,False
147,False,False,False,False
148,False,False,False,False
149,False,False,False,False
150,False,False,False,False
151,True,True,False,True
152,True,True,True,True
153,True,True,False,True
154,True,True,True,False
155,False,False,False,False
156,False,False,False,False
157,True,True,True,True
158,False,False,False,False
159,False,False,False,False
160,False,False,False,False
161,False,True,False,True
162,True,True,True,True
163,True,False,False,True
164,True,False,False,False
165,False,False,False,False
