model_run_id,mbpp_id,pass
balanced,11,True
balanced,12,True
balanced,13,False
balanced,14,True
balanced,15,False
balanced,16,True
balanced,17,True
balanced,18,True
balanced,19,True
balanced,20,True
balanced,21,False
balanced,22,True
balanced,23,False
balanced,24,False
balanced,25,False
balanced,26,False
balanced,27,False
balanced,28,True
balanced,29,False
balanced,30,False
balanced,31,False
balanced,32,True
balanced,33,False
balanced,34,False
balanced,35,False
balanced,36,False
balanced,37,False
balanced,38,False
balanced,39,False
balanced,40,True
balanced,41,True
balanced,42,False
balanced,43,True
balanced,44,True
balanced,45,True
balanced,46,False
balanced,47,False
balanced,48,False
balanced,49,True
balanced,50,False
balanced,51,True
balanced,52,True
balanced,53,False
balanced,54,True
balanced,55,False
balanced,56,True
balanced,57,True
balanced,58,True
balanced,59,False
balanced,60,False
balanced,61,False
balanced,62,True
balanced,63,False
balanced,64,True
balanced,65,True
balanced,66,True
balanced,67,False
balanced,68,True
balanced,69,False
balanced,70,False
balanced,71,True
balanced,72,True
balanced,73,False
balanced,74,False
balanced,75,True
balanced,76,False
balanced,77,False
balanced,78,False
balanced,79,True
balanced,80,True
balanced,81,False
balanced,82,True
balanced,83,False
balanced,84,False
balanced,85,True
balanced,86,False
balanced,87,False
balanced,88,True
balanced,89,False
balanced,90,True
balanced,91,False
balanced,92,False
balanced,93,True
balanced,94,False
balanced,95,True
balanced,96,True
balanced,97,False
balanced,98,True
balanced,99,True
balanced,100,True
balanced,101,False
balanced,102,True
balanced,103,False
balanced,104,True
balanced,105,True
balanced,106,True
balanced,107,False
balanced,108,False
balanced,109,False
balanced,110,False
balanced,111,False
balanced,112,False
balanced,113,True
balanced,114,False
balanced,115,False
balanced,116,True
balanced,117,False
balanced,118,True
balanced,119,False
balanced,120,True
balanced,121,False
balanced,122,False
balanced,123,False
balanced,124,False
balanced,125,False
balanced,126,False
balanced,127,True
balanced,128,False
balanced,129,False
balanced,130,True
balanced,131,False
balanced,132,True
balanced,133,True
balanced,134,False
balanced,135,True
balanced,136,False
balanced,137,False
balanced,138,False
balanced,139,False
balanced,140,False
balanced,141,False
balanced,142,False
balanced,143,False
balanced,144,True
balanced,145,False
balanced,146,False
balanced,147,False
balanced,148,False
balanced,149,False
balanced,150,False
balanced,151,True
balanced,152,True
balanced,153,True
balanced,154,False
balanced,155,False
balanced,156,False
balanced,157,True
balanced,158,False
balanced,159,False
balanced,160,False
balanced,161,True
balanced,162,True
balanced,163,True
balanced,164,False
balanced,165,False
balanced,166,False
balanced,167,False
balanced,168,True
balanced,169,True
balanced,170,True
balanced,171,True
balanced,172,False
balanced,173,False
balanced,174,True
balanced,175,True
balanced,176,False
balanced,177,False
balanced,178,False
balanced,179,False
balanced,180,False
balanced,181,False
balanced,182,False
balanced,183,False
balanced,184,True
balanced,185,False
balanced,186,True
balanced,187,True
balanced,188,False
balanced,189,False
balanced,190,False
balanced,191,True
balanced,192,True
balanced,193,True
balanced,194,False
balanced,195,True
balanced,196,True
balanced,197,False
balanced,198,False
balanced,199,True
balanced,200,False
balanced,201,True
balanced,202,False
balanced,203,True
balanced,204,True
balanced,205,False
balanced,206,False
balanced,207,False
balanced,208,False
balanced,209,False
balanced,210,True
balanced,211,False
balanced,212,True
balanced,213,False
balanced,214,False
balanced,215,False
balanced,216,False
balanced,217,True
balanced,218,False
balanced,219,False
balanced,220,False
balanced,221,True
balanced,222,True
balanced,223,False
balanced,224,True
balanced,225,True
balanced,226,True
balanced,227,True
balanced,228,False
balanced,229,False
balanced,230,True
balanced,231,True
balanced,232,True
balanced,233,False
balanced,234,True
balanced,235,False
balanced,236,False
balanced,237,False
balanced,238,False
balanced,239,False
balanced,240,True
balanced,241,False
balanced,242,True
balanced,243,False
balanced,244,False
balanced,245,False
balanced,246,False
balanced,247,False
balanced,248,False
balanced,249,True
balanced,250,True
balanced,251,False
balanced,252,True
balanced,253,True
balanced,254,False
balanced,255,False
balanced,256,True
balanced,257,True
balanced,258,True
balanced,259,False
balanced,260,False
balanced,261,True
balanced,262,True
balanced,263,True
balanced,264,False
balanced,265,False
balanced,266,True
balanced,267,True
balanced,268,False
balanced,269,True
balanced,270,True
balanced,271,True
balanced,272,True
balanced,273,True
balanced,274,False
balanced,275,False
balanced,276,False
balanced,277,True
balanced,278,True
balanced,279,False
balanced,280,True
balanced,281,True
balanced,282,True
balanced,283,False
balanced,284,True
balanced,285,True
balanced,286,False
balanced,287,False
balanced,288,False
balanced,289,False
balanced,290,False
balanced,291,False
balanced,292,True
balanced,293,True
balanced,294,False
balanced,295,False
balanced,296,True
balanced,297,True
balanced,298,False
balanced,299,False
balanced,300,False
balanced,301,False
balanced,302,False
balanced,303,False
balanced,304,False
balanced,305,False
balanced,306,False
balanced,307,False
balanced,308,False
balanced,309,True
balanced,310,False
balanced,311,False
balanced,312,False
balanced,313,False
balanced,314,False
balanced,315,False
balanced,316,False
