mbpp_id,run_balanced_pass,run_easy_heavy_pass,run_hard_heavy_pass,run_medium_heavy_pass
11,True,False,False,False
12,True,True,False,False
13,False,False,False,False
14,True,True,False,False
15,False,False,False,False
16,True,False,False,False
17,True,True,True,True
18,True,True,True,True
19,True,True,True,True
20,True,True,False,False
21,False,True,True,False
22,True,True,True,True
23,False,True,True,True
24,False,False,False,False
25,False,False,False,True
26,False,False,False,True
27,False,False,True,False
28,True,True,True,True
29,False,False,False,True
30,False,False,False,False
31,False,False,False,False
32,True,False,False,False
33,False,False,False,False
34,False,False,False,False
35,False,False,True,False
36,False,False,False,False
37,False,False,False,False
38,False,False,False,False
39,False,False,False,False
40,True,True,True,False
41,True,True,True,True
42,False,False,False,False
43,True,False,True,True
44,True,True,False,True
45,True,True,True,True
46,False,False,False,False
47,False,False,False,False
48,False,False,False,False
49,True,False,False,True
50,False,False,False,False
51,True,True,True,True
52,True,True,True,True
53,False,False,False,True
54,True,True,True,True
55,False,True,False,False
56,True,False,True,False
57,True,False,True,False
58,True,False,False,True
59,False,True,False,False
60,False,False,False,False
61,False,False,False,False
62,True,True,True,True
63,False,False,False,False
64,True,False,True,True
65,True,True,True,False
66,True,True,True,True
67,False,False,False,False
68,True,True,True,True
69,False,False,False,False
70,False,True,True,False
71,True,False,True,False
72,True,False,False,False
73,False,False,False,False
74,False,False,False,True
75,True,True,True,False
76,False,True,False,False
77,False,False,False,False
78,False,False,True,False
79,True,True,False,True
80,True,True,True,False
81,False,False,False,False
82,True,True,True,False
83,False,False,False,False
84,False,False,False,False
85,True,True,True,True
86,False,True,False,False
87,False,False,False,False
88,True,False,True,True
89,False,True,True,False
90,True,True,True,True
91,False,True,True,True
92,False,False,True,False
93,True,True,True,True
94,False,True,False,False
95,True,True,True,True
96,True,True,True,True
97,False,False,True,True
98,True,True,False,False
99,True,True,True,True
100,True,True,True,False
101,False,False,False,False
102,True,True,True,False
103,False,False,False,False
104,True,True,True,True
105,True,True,True,True
106,True,True,True,False
107,False,False,False,False
108,False,False,False,False
109,False,False,False,False
110,False,False,False,False
111,False,True,False,False
112,False,False,False,False
113,True,True,True,True
114,False,False,False,False
115,False,False,False,False
116,True,True,True,True
117,False,False,False,False
118,True,True,True,True
119,False,False,False,False
120,True,False,True,True
121,False,False,False,False
122,False,False,False,False
123,False,False,False,False
124,False,False,False,False
125,False,False,False,False
126,False,False,False,False
127,True,True,True,False
128,False,False,False,False
129,False,False,False,False
130,True,True,True,True
131,False,False,False,False
132,True,True,True,True
133,True,True,False,False
134,False,False,False,False
135,True,True,True,True
136,False,False,False,False
137,False,False,False,False
138,False,False,False,False
139,False,False,False,False
140,False,False,True,True
141,False,False,False,False
142,False,False,False,True
143,False,False,False,False
144,True,False,False,False
145,False,True,False,False
146,False,False,False,False
147,False,False,False,False
148,False,False,False,False
149,False,False,False,False
150,False,False,False,False
151,True,True,True,True
152,True,True,True,True
153,True,False,False,False
154,False,False,True,True
155,False,False,False,False
156,False,False,False,False
157,True,True,True,True
158,False,False,False,False
159,False,False,False,False
160,False,False,False,False
161,True,True,True,True
162,True,True,False,True
163,True,False,False,False
164,False,False,True,True
165,False,False,False,False
166,False,True,True,True
167,False,False,False,True
168,True,True,True,True
169,True,False,False,False
170,True,True,True,True
171,True,True,False,False
172,False,False,False,True
173,False,True,True,False
174,True,False,True,True
175,True,True,True,True
176,False,True,True,True
177,False,False,False,False
178,False,False,True,False
179,False,False,False,False
180,False,False,False,False
181,False,False,False,False
182,False,False,False,False
183,False,False,False,False
184,True,False,False,False
185,False,False,False,False
186,True,True,True,True
187,True,True,False,True
188,False,False,False,False
189,False,False,False,False
190,False,False,False,False
191,True,True,False,True
192,True,True,False,False
193,True,True,True,True
194,False,True,True,False
195,True,True,True,False
196,True,True,True,False
197,False,True,True,False
198,False,False,False,False
199,True,True,True,True
200,False,True,False,False
201,True,True,True,True
202,False,False,False,False
203,True,False,True,True
204,True,True,True,False
205,False,False,False,False
206,False,False,False,False
207,False,False,False,False
208,False,True,True,True
209,False,False,False,False
210,True,True,True,True
211,False,False,False,False
212,True,True,True,True
213,False,True,True,False
214,False,False,False,False
215,False,False,False,False
216,False,False,False,False
217,True,False,True,True
218,False,False,False,False
219,False,False,False,False
220,False,False,False,False
221,True,True,True,True
222,True,True,True,True
223,False,False,True,False
224,True,True,True,True
225,True,False,True,True
226,True,True,True,True
227,True,True,True,True
228,False,False,False,False
229,False,False,False,False
230,True,True,True,True
231,True,False,False,False
232,True,False,True,True
233,False,False,False,True
234,True,True,True,True
235,False,False,False,False
236,False,False,False,False
237,False,False,False,False
238,False,False,True,True
239,False,False,False,False
240,True,True,False,False
241,False,False,False,False
242,True,True,True,True
243,False,False,False,False
244,False,False,True,True
245,False,False,False,False
246,False,True,True,False
247,False,True,False,True
248,False,True,True,False
249,True,False,False,False
250,True,True,True,True
251,False,False,False,False
252,True,True,False,False
253,True,True,True,True
254,False,False,False,False
255,False,False,False,False
256,True,True,True,True
257,True,True,True,True
258,True,True,True,True
259,False,False,False,False
260,False,False,False,False
261,True,True,True,True
262,True,True,True,True
263,True,True,True,True
264,False,True,False,True
265,False,False,False,True
266,True,True,True,True
267,True,True,True,True
268,False,False,False,False
269,True,True,True,True
270,True,True,False,True
271,True,True,True,True
272,True,True,True,True
273,True,True,True,True
274,False,False,True,True
275,False,False,False,False
276,False,False,False,False
277,True,True,False,False
278,True,False,False,True
279,False,False,False,False
280,True,True,True,True
281,True,True,False,False
282,True,True,True,True
283,False,False,False,False
284,True,True,True,True
285,True,True,False,True
286,False,True,False,False
287,False,False,True,True
288,False,False,False,False
289,False,False,False,False
290,False,False,False,False
291,False,False,False,False
292,True,True,True,True
293,True,True,False,True
294,False,False,False,False
295,False,True,False,False
296,True,True,True,True
297,True,True,True,True
298,False,False,False,True
299,False,False,False,False
300,False,False,True,False
301,False,False,False,False
302,False,False,False,False
303,False,False,False,False
304,False,False,False,False
305,False,False,False,False
306,False,False,False,False
307,False,False,False,False
308,False,False,False,False
309,True,True,True,True
310,False,False,False,False
311,False,False,False,False
312,False,False,False,False
313,False,False,False,False
314,False,False,False,False
315,False,False,False,False
316,False,False,False,True
317,False,False,False,True
318,False,False,False,False
319,True,True,False,True
320,True,False,True,True
321,False,False,False,False
322,True,False,True,True
323,False,False,False,False
324,False,False,False,False
325,True,False,False,False
326,False,False,True,False
327,False,True,False,True
328,False,False,False,False
329,True,True,True,True
330,True,True,True,True
331,False,False,False,True
332,True,True,True,True
333,False,False,False,False
334,True,True,True,True
335,False,False,False,False
336,False,False,False,False
337,True,False,False,False
338,False,False,False,False
339,False,True,False,False
340,False,False,False,False
341,True,True,False,True
342,False,False,False,False
343,False,False,False,False
344,False,False,False,False
345,True,False,True,True
346,False,False,False,False
347,False,False,False,False
348,False,False,False,False
349,False,False,False,False
350,True,False,False,False
351,False,False,False,False
352,False,False,False,False
353,False,True,True,True
354,False,False,False,False
355,False,False,False,False
356,True,True,True,True
357,False,True,False,False
358,False,True,True,True
359,False,False,False,False
360,False,False,False,False
361,True,True,True,True
362,True,True,True,True
363,False,True,True,True
364,False,False,False,False
365,True,True,True,True
366,False,True,True,True
367,False,False,False,False
368,False,True,False,False
369,True,True,True,False
370,False,False,False,False
371,True,False,True,False
372,False,True,True,False
373,True,True,True,True
374,False,False,False,False
375,False,False,False,False
376,False,False,False,True
377,True,True,True,False
378,False,False,True,True
379,True,True,True,True
380,True,True,False,False
381,True,True,True,True
382,True,True,False,False
383,False,False,False,False
384,True,False,True,True
385,False,False,False,False
386,False,False,False,False
387,False,True,True,True
388,True,False,True,True
389,True,True,True,True
390,False,False,True,True
391,False,False,False,False
392,False,False,False,False
393,False,False,False,False
394,True,True,True,True
395,True,True,True,True
396,True,False,False,False
397,False,True,True,True
398,False,False,False,True
399,True,True,True,True
400,False,False,False,False
401,False,True,True,True
402,True,True,False,False
403,True,True,True,False
404,True,True,True,True
405,True,False,True,False
406,True,True,True,True
407,False,False,False,False
408,False,False,False,False
409,False,True,False,True
410,False,False,False,False
411,False,False,True,True
412,True,True,True,True
413,False,True,True,True
414,True,True,True,True
415,False,False,True,False
416,False,False,False,False
417,False,False,False,False
418,True,True,False,False
419,True,True,True,True
420,False,False,True,True
421,False,True,False,False
422,True,True,True,True
423,False,False,False,False
424,True,True,True,False
425,True,True,True,True
426,True,True,True,True
427,True,False,False,True
428,True,True,False,True
429,False,True,True,True
430,False,False,False,False
431,False,False,False,False
432,False,False,False,False
433,False,False,False,False
434,False,True,False,True
435,True,True,False,False
436,False,True,True,True
437,False,False,False,False
438,False,False,False,False
439,True,True,True,True
440,False,False,False,False
441,True,True,True,True
442,False,False,False,False
443,False,False,False,False
444,False,False,False,False
445,False,False,False,False
446,True,False,True,False
447,True,True,True,True
448,False,False,False,False
449,False,False,False,False
450,False,False,False,False
451,True,True,True,True
452,False,False,True,False
453,True,True,False,True
454,True,True,True,False
455,True,True,False,False
456,True,True,True,True
457,False,False,False,False
458,True,True,True,True
459,True,True,True,True
460,False,False,False,False
461,False,False,False,False
462,False,False,False,False
463,False,True,False,False
464,False,False,False,False
465,True,True,True,True
466,False,False,False,False
467,False,False,False,True
468,False,False,False,True
469,False,False,False,False
470,False,False,False,False
471,False,True,True,True
472,False,True,True,False
473,False,False,False,False
474,True,True,True,True
475,True,False,True,True
476,True,True,True,True
477,False,True,True,True
478,True,False,False,True
479,True,True,True,True
480,True,True,True,True
481,False,True,False,False
482,True,True,True,True
483,False,False,False,False
484,False,False,False,False
485,False,False,False,False
486,True,True,True,False
487,True,True,True,True
488,False,False,False,True
489,False,False,False,False
490,False,False,False,False
491,False,True,False,True
492,True,True,True,True
493,False,False,False,False
494,True,True,True,True
495,True,True,True,True
496,True,False,False,False
497,False,False,False,False
498,False,True,True,True
499,True,False,True,True
500,False,False,False,False
501,False,False,False,False
502,True,True,True,True
503,True,False,True,True
504,False,False,True,False
505,False,True,True,False
506,True,False,False,True
507,True,True,True,True
508,False,False,False,False
509,False,False,True,False
510,False,False,False,False
511,False,False,False,False
512,True,True,True,True
513,False,False,True,True
514,False,True,True,False
515,True,False,False,True
516,True,True,True,True
517,True,True,True,True
518,True,True,True,True
519,False,False,False,False
520,True,True,True,False
521,False,False,False,False
522,False,False,False,False
523,False,False,False,False
524,False,True,True,False
525,False,False,False,False
526,False,True,False,True
527,False,False,False,False
528,False,False,False,False
529,False,False,False,False
530,False,False,False,False
531,False,True,False,True
532,True,False,True,True
533,True,True,False,True
534,False,False,False,False
535,False,False,False,False
536,False,False,False,False
537,False,False,False,False
538,False,False,False,False
539,False,False,False,False
540,False,True,True,True
541,True,True,True,False
542,True,True,True,True
543,True,True,True,True
544,True,False,False,False
545,False,False,False,False
546,False,False,False,False
547,False,False,False,False
548,True,True,True,True
549,True,True,True,False
550,False,False,False,True
551,True,True,True,True
552,False,False,True,False
553,False,False,False,False
554,False,False,False,False
555,True,True,True,True
556,False,True,True,False
557,True,True,True,True
558,False,False,False,True
559,False,False,False,True
560,False,True,False,True
561,False,False,False,False
562,False,True,True,False
563,False,False,True,False
564,True,True,False,False
565,True,True,True,True
566,True,True,True,True
567,True,True,True,True
568,True,True,True,True
569,True,True,False,True
570,False,False,False,False
571,False,False,False,False
572,False,False,False,False
573,True,True,True,False
574,False,False,False,False
575,False,False,False,False
576,False,True,False,False
577,True,True,False,False
578,False,True,False,True
579,False,False,True,True
580,False,True,False,False
581,False,False,False,False
582,True,True,True,True
583,True,True,True,False
584,False,False,False,False
585,True,False,True,True
586,False,False,False,False
587,True,True,True,True
588,True,True,True,True
589,False,False,True,True
590,False,False,False,False
591,True,True,True,True
592,False,False,False,False
593,False,False,False,True
594,True,False,False,False
595,False,False,False,False
596,True,True,True,True
597,False,False,False,False
598,False,True,True,True
599,True,True,True,True
600,False,False,False,True
