mbpp_id,pass@1,pass@5,pass@10,difficulty
953,0.0,0.0,0.0,Hard
620,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
628,0.8333333333333333,1.0,1.0,Easy
669,0.5833333333333334,0.9987373737373736,1.0,Medium
894,0.9166666666666666,1.0,1.0,Easy
643,0.3333333333333335,0.9292929292929292,1.0,Medium
823,0.5833333333333334,0.9987373737373736,1.0,Medium
778,0.3333333333333335,0.9292929292929292,1.0,Medium
607,0.5,0.9924242424242424,1.0,Medium
949,0.0,0.0,0.0,Hard
629,0.0,0.0,0.0,Hard
820,0.3333333333333335,0.9292929292929292,1.0,Medium
690,0.5,0.9924242424242424,1.0,Medium
831,0.5833333333333334,0.9987373737373736,1.0,Medium
865,0.5833333333333334,0.9987373737373736,1.0,Medium
665,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
847,0.8333333333333333,1.0,1.0,Easy
713,0.4166666666666667,0.9734848484848484,1.0,Medium
790,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
680,0.3333333333333335,0.9292929292929292,1.0,Medium
805,0.6666666666666666,1.0,1.0,Medium
621,0.4166666666666667,0.9734848484848484,1.0,Medium
947,0.8333333333333333,1.0,1.0,Easy
909,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
685,0.3333333333333335,0.9292929292929292,1.0,Medium
819,0.0,0.0,0.0,Hard
794,0.4166666666666667,0.9734848484848484,1.0,Medium
899,0.2500000000000001,0.8409090909090909,1.0,Hard
846,0.6666666666666666,1.0,1.0,Medium
615,0.4166666666666667,0.9734848484848484,1.0,Medium
641,0.2500000000000001,0.8409090909090909,1.0,Hard
746,0.0,0.0,0.0,Hard
664,0.3333333333333335,0.9292929292929292,1.0,Medium
662,0.5833333333333334,0.9987373737373736,1.0,Medium
804,0.3333333333333335,0.9292929292929292,1.0,Medium
921,0.5833333333333334,0.9987373737373736,1.0,Medium
640,0.0,0.0,0.0,Hard
954,0.5,0.9924242424242424,1.0,Medium
788,0.4166666666666667,0.9734848484848484,1.0,Medium
684,0.0,0.0,0.0,Hard
780,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
943,0.5833333333333334,0.9987373737373736,1.0,Medium
972,0.4166666666666667,0.9734848484848484,1.0,Medium
785,0.6666666666666666,1.0,1.0,Medium
799,0.0,0.0,0.0,Hard
720,0.8333333333333333,1.0,1.0,Easy
869,0.5,0.9924242424242424,1.0,Medium
961,0.8333333333333333,1.0,1.0,Easy
773,0.0,0.0,0.0,Hard
878,0.4166666666666667,0.9734848484848484,1.0,Medium
974,0.5833333333333334,0.9987373737373736,1.0,Medium
940,0.3333333333333335,0.9292929292929292,1.0,Medium
769,0.0,0.0,0.0,Hard
644,0.4166666666666667,0.9734848484848484,1.0,Medium
764,0.6666666666666666,1.0,1.0,Medium
768,0.3333333333333335,0.9292929292929292,1.0,Medium
743,0.0,0.0,0.0,Hard
759,0.5833333333333334,0.9987373737373736,1.0,Medium
745,0.5,0.9924242424242424,1.0,Medium
770,0.6666666666666666,1.0,1.0,Medium
832,0.4166666666666667,0.9734848484848484,1.0,Medium
704,0.4166666666666667,0.9734848484848484,1.0,Medium
761,0.0,0.0,0.0,Hard
797,0.3333333333333335,0.9292929292929292,1.0,Medium
