mbpp_id,pass@1,pass@5,pass@10,difficulty
711,0.2500000000000001,0.8409090909090909,1.0,Hard
628,0.8333333333333333,1.0,1.0,Easy
804,0.3333333333333335,0.9292929292929292,1.0,Medium
764,0.6666666666666666,1.0,1.0,Medium
778,0.3333333333333335,0.9292929292929292,1.0,Medium
934,0.0,0.0,0.0,Hard
644,0.4166666666666667,0.9734848484848484,1.0,Medium
768,0.3333333333333335,0.9292929292929292,1.0,Medium
947,0.8333333333333333,1.0,1.0,Easy
661,0.0,0.0,0.0,Hard
734,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
773,0.0,0.0,0.0,Hard
665,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
763,0.0,0.0,0.0,Hard
890,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
949,0.0,0.0,0.0,Hard
621,0.4166666666666667,0.9734848484848484,1.0,Medium
633,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
953,0.0,0.0,0.0,Hard
963,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
954,0.5,0.9924242424242424,1.0,Medium
615,0.4166666666666667,0.9734848484848484,1.0,Medium
690,0.5,0.9924242424242424,1.0,Medium
704,0.4166666666666667,0.9734848484848484,1.0,Medium
820,0.3333333333333335,0.9292929292929292,1.0,Medium
743,0.0,0.0,0.0,Hard
894,0.9166666666666666,1.0,1.0,Easy
878,0.4166666666666667,0.9734848484848484,1.0,Medium
846,0.6666666666666666,1.0,1.0,Medium
974,0.5833333333333334,0.9987373737373736,1.0,Medium
756,0.5833333333333334,0.9987373737373736,1.0,Medium
669,0.5833333333333334,0.9987373737373736,1.0,Medium
823,0.5833333333333334,0.9987373737373736,1.0,Medium
770,0.6666666666666666,1.0,1.0,Medium
865,0.5833333333333334,0.9987373737373736,1.0,Medium
745,0.5,0.9924242424242424,1.0,Medium
640,0.0,0.0,0.0,Hard
620,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
685,0.3333333333333335,0.9292929292929292,1.0,Medium
925,0.2500000000000001,0.8409090909090909,1.0,Hard
607,0.5,0.9924242424242424,1.0,Medium
946,0.5,0.9924242424242424,1.0,Medium
831,0.5833333333333334,0.9987373737373736,1.0,Medium
921,0.5833333333333334,0.9987373737373736,1.0,Medium
847,0.8333333333333333,1.0,1.0,Easy
713,0.4166666666666667,0.9734848484848484,1.0,Medium
797,0.3333333333333335,0.9292929292929292,1.0,Medium
680,0.3333333333333335,0.9292929292929292,1.0,Medium
917,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
805,0.6666666666666666,1.0,1.0,Medium
769,0.0,0.0,0.0,Hard
643,0.3333333333333335,0.9292929292929292,1.0,Medium
647,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
609,0.0,0.0,0.0,Hard
761,0.0,0.0,0.0,Hard
785,0.6666666666666666,1.0,1.0,Medium
909,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
829,0.3333333333333335,0.9292929292929292,1.0,Medium
657,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
664,0.3333333333333335,0.9292929292929292,1.0,Medium
656,0.0,0.0,0.0,Hard
662,0.5833333333333334,0.9987373737373736,1.0,Medium
794,0.4166666666666667,0.9734848484848484,1.0,Medium
641,0.2500000000000001,0.8409090909090909,1.0,Hard
899,0.2500000000000001,0.8409090909090909,1.0,Hard
780,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
663,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
819,0.0,0.0,0.0,Hard
788,0.4166666666666667,0.9734848484848484,1.0,Medium
706,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
629,0.0,0.0,0.0,Hard
746,0.0,0.0,0.0,Hard
875,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
943,0.5833333333333334,0.9987373737373736,1.0,Medium
972,0.4166666666666667,0.9734848484848484,1.0,Medium
720,0.8333333333333333,1.0,1.0,Easy
790,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
869,0.5,0.9924242424242424,1.0,Medium
961,0.8333333333333333,1.0,1.0,Easy
940,0.3333333333333335,0.9292929292929292,1.0,Medium
627,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
900,0.2500000000000001,0.8409090909090909,1.0,Hard
759,0.5833333333333334,0.9987373737373736,1.0,Medium
684,0.0,0.0,0.0,Hard
923,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
832,0.4166666666666667,0.9734848484848484,1.0,Medium
799,0.0,0.0,0.0,Hard
