mbpp_id,pass@1,pass@5,pass@10,difficulty
734,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
878,0.4166666666666667,0.9734848484848484,1.0,Medium
794,0.4166666666666667,0.9734848484848484,1.0,Medium
898,0.0,0.0,0.0,Hard
765,0.0,0.0,0.0,Hard
815,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
957,0.0,0.0,0.0,Hard
663,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
881,0.0,0.0,0.0,Hard
745,0.5,0.9924242424242424,1.0,Medium
959,0.0,0.0,0.0,Hard
953,0.0,0.0,0.0,Hard
940,0.3333333333333335,0.9292929292929292,1.0,Medium
925,0.2500000000000001,0.8409090909090909,1.0,Hard
909,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
714,0.0,0.0,0.0,Hard
874,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
706,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
769,0.0,0.0,0.0,Hard
722,0.0,0.0,0.0,Hard
797,0.3333333333333335,0.9292929292929292,1.0,Medium
856,0.0,0.0,0.0,Hard
968,0.0,0.0,0.0,Hard
908,0.0,0.0,0.0,Hard
782,0.2500000000000001,0.8409090909090909,1.0,Hard
630,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
934,0.0,0.0,0.0,Hard
880,0.0,0.0,0.0,Hard
872,0.0,0.0,0.0,Hard
671,0.0,0.0,0.0,Hard
938,0.0,0.0,0.0,Hard
617,0.0,0.0,0.0,Hard
805,0.6666666666666666,1.0,1.0,Medium
636,0.0,0.0,0.0,Hard
689,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
910,0.0,0.0,0.0,Hard
907,0.0,0.0,0.0,Hard
834,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
690,0.5,0.9924242424242424,1.0,Medium
790,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
844,0.0,0.0,0.0,Hard
819,0.0,0.0,0.0,Hard
920,0.0,0.0,0.0,Hard
763,0.0,0.0,0.0,Hard
773,0.0,0.0,0.0,Hard
912,0.0,0.0,0.0,Hard
612,0.0,0.0,0.0,Hard
943,0.5833333333333334,0.9987373737373736,1.0,Medium
695,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
758,0.0,0.0,0.0,Hard
646,0.0,0.0,0.0,Hard
708,0.0,0.0,0.0,Hard
867,0.0,0.0,0.0,Hard
840,0.0,0.0,0.0,Hard
916,0.0,0.0,0.0,Hard
651,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
768,0.3333333333333335,0.9292929292929292,1.0,Medium
863,0.0,0.0,0.0,Hard
642,0.0,0.0,0.0,Hard
668,0.0,0.0,0.0,Hard
619,0.0,0.0,0.0,Hard
611,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
831,0.5833333333333334,0.9987373737373736,1.0,Medium
735,0.0,0.0,0.0,Hard
859,0.0,0.0,0.0,Hard
609,0.0,0.0,0.0,Hard
685,0.3333333333333335,0.9292929292929292,1.0,Medium
900,0.2500000000000001,0.8409090909090909,1.0,Hard
752,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
952,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
922,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
853,0.0,0.0,0.0,Hard
951,0.0,0.0,0.0,Hard
906,0.0,0.0,0.0,Hard
640,0.0,0.0,0.0,Hard
665,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
893,0.0,0.0,0.0,Hard
967,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
638,0.0,0.0,0.0,Hard
629,0.0,0.0,0.0,Hard
901,0.1666666666666667,0.6818181818181819,0.9848484848484848,Hard
761,0.0,0.0,0.0,Hard
810,0.0,0.0,0.0,Hard
702,0.0,0.0,0.0,Hard
717,0.0,0.0,0.0,Hard
721,0.0,0.0,0.0,Hard
699,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
677,0.0,0.0,0.0,Hard
926,0.0,0.0,0.0,Hard
602,0.0,0.0,0.0,Hard
652,0.0,0.0,0.0,Hard
739,0.2500000000000001,0.8409090909090909,1.0,Hard
832,0.4166666666666667,0.9734848484848484,1.0,Medium
743,0.0,0.0,0.0,Hard
949,0.0,0.0,0.0,Hard
644,0.4166666666666667,0.9734848484848484,1.0,Medium
738,0.0,0.0,0.0,Hard
712,0.0,0.0,0.0,Hard
780,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
836,0.0,0.0,0.0,Hard
647,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
626,0.0,0.0,0.0,Hard
851,0.0,0.0,0.0,Hard
969,0.0,0.0,0.0,Hard
799,0.0,0.0,0.0,Hard
751,0.2500000000000001,0.8409090909090909,1.0,Hard
746,0.0,0.0,0.0,Hard
936,0.0,0.0,0.0,Hard
927,0.0,0.0,0.0,Hard
659,0.0,0.0,0.0,Hard
915,0.0833333333333333,0.4166666666666667,0.8333333333333334,Hard
